City,Latitude,Longitude,Sensor Parameter,Unit,Month Start (UTC),Month End (UTC),Monthly Average,Minimum Value,Maximum Value,Median Value,Standard Deviation
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-05-01 06:00:00+00:00,2024-06-01 06:00:00+00:00,41.3,0.2,1323.2,3.0,193.5554317733882
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-06-01 06:00:00+00:00,2024-07-01 06:00:00+00:00,4.03,0.4,13.0,3.4,2.7490711085738235
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-07-01 06:00:00+00:00,2024-08-01 06:00:00+00:00,13.8,0.5,260.8,4.9,23.442957785325426
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-08-01 06:00:00+00:00,2024-09-01 06:00:00+00:00,30.9,0.4,580.1,10.850000000000001,65.17050272831654
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-09-01 06:00:00+00:00,2024-10-01 06:00:00+00:00,14.2,0.3,282.2,3.2,40.580659373022165
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-10-01 06:00:00+00:00,2024-11-01 06:00:00+00:00,3.36,0.2,16.2,2.7,2.6726103401299954
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-11-01 06:00:00+00:00,2024-12-01 07:00:00+00:00,4.85,0.2,25.9,3.9,3.590913214503279
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2024-12-01 07:00:00+00:00,2025-01-01 07:00:00+00:00,5.82,0.1,35.4,4.3,5.577559223877756
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2025-01-01 07:00:00+00:00,2025-02-01 07:00:00+00:00,3.75,0.1,37.2,1.9,4.4009471199171095
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2025-02-01 07:00:00+00:00,2025-04-01 06:00:00+00:00,5.39,0.1,28.8,3.4,5.28526690167539
Beaverlodge,55.1964,-119.3967,pm2.5,µg/m³,2025-03-01 07:00:00+00:00,2025-04-01 06:00:00+00:00,3.25,0.6,13.5,2.6500000000000004,2.5924969661074164
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2021-07-01 07:00:00+00:00,2021-08-01 07:00:00+00:00,0.0225,0.016,0.032,0.021,0.004932549975528249
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2021-08-01 07:00:00+00:00,2021-09-01 07:00:00+00:00,0.0214,0.001,0.046,0.022,0.007246601386895839
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2021-09-01 07:00:00+00:00,2021-10-01 07:00:00+00:00,0.0213,0.0,0.044,0.023,0.008429223159274867
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2021-10-01 07:00:00+00:00,2021-11-01 07:00:00+00:00,0.0185,0.0,0.037,0.019,0.009833384923821804
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2021-11-01 07:00:00+00:00,2021-12-01 07:00:00+00:00,0.0192,0.0,0.042,0.019,0.00971475461208434
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2021-12-01 07:00:00+00:00,2022-01-01 07:00:00+00:00,0.0226,0.001,0.041,0.024,0.009170061330977862
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-01-01 07:00:00+00:00,2022-02-01 07:00:00+00:00,0.0242,0.001,0.043,0.025,0.011039527128585844
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-02-01 07:00:00+00:00,2022-03-01 07:00:00+00:00,0.0297,0.001,0.046,0.031,0.009167890520848912
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-03-01 07:00:00+00:00,2022-04-01 07:00:00+00:00,0.0306,0.001,0.047,0.032,0.011019555076110523
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-04-01 07:00:00+00:00,2022-05-01 07:00:00+00:00,0.0333,0.006,0.049,0.034,0.007099955862784851
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-05-01 07:00:00+00:00,2022-06-01 07:00:00+00:00,0.0333,0.002,0.048,0.034,0.007142734770291864
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-06-01 07:00:00+00:00,2022-07-01 07:00:00+00:00,0.0261,0.001,0.059,0.026,0.009253242307593959
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-07-01 07:00:00+00:00,2022-08-01 07:00:00+00:00,0.0222,0.001,0.038,0.022,0.00689591411534589
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-08-01 07:00:00+00:00,2022-09-01 07:00:00+00:00,0.0216,0.003,0.054,0.021,0.008686679880231704
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-09-01 07:00:00+00:00,2022-10-01 07:00:00+00:00,0.0208,0.0,0.047,0.022,0.009483962181395848
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-10-01 07:00:00+00:00,2022-11-01 07:00:00+00:00,0.0232,0.001,0.043,0.025,0.010575686899253516
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-11-01 07:00:00+00:00,2022-12-01 07:00:00+00:00,0.0245,0.001,0.037,0.028,0.008733160692549348
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2022-12-01 07:00:00+00:00,2023-01-01 07:00:00+00:00,0.0182,0.0,0.036,0.018,0.010106708294461668
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-01-01 07:00:00+00:00,2023-02-01 07:00:00+00:00,0.0185,0.001,0.039,0.019,0.012347162371027207
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-02-01 07:00:00+00:00,2023-03-01 07:00:00+00:00,0.0261,0.014,0.037,0.026,0.006517661445203
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-03-01 07:00:00+00:00,2023-04-01 07:00:00+00:00,0.0348,0.002,0.051,0.038,0.010275098057616056
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-04-01 07:00:00+00:00,2023-05-01 07:00:00+00:00,0.0359,0.004,0.056,0.037,0.009318070285251147
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-05-01 07:00:00+00:00,2023-06-01 07:00:00+00:00,0.0314,0.003,0.072,0.033,0.01148137397297394
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-06-01 07:00:00+00:00,2023-07-01 07:00:00+00:00,0.0279,0.001,0.053,0.028,0.010208121101681329
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-07-01 07:00:00+00:00,2023-08-01 07:00:00+00:00,0.0265,0.006,0.054,0.026,0.010539408302152175
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-08-01 07:00:00+00:00,2023-09-01 07:00:00+00:00,0.0251,0.002,0.055,0.025,0.009307628900227703
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-09-01 07:00:00+00:00,2023-10-01 07:00:00+00:00,0.021,0.001,0.052,0.021,0.010436610271158648
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-10-01 07:00:00+00:00,2023-11-01 07:00:00+00:00,0.018,0.0,0.038,0.019,0.008465004804078712
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-11-01 07:00:00+00:00,2023-12-01 07:00:00+00:00,0.0187,0.0,0.036,0.021,0.009577902076185581
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2023-12-01 07:00:00+00:00,2024-01-01 07:00:00+00:00,0.0211,0.0,0.042,0.023,0.010774516917644687
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-01-01 07:00:00+00:00,2024-02-01 07:00:00+00:00,0.021,0.0,0.045,0.021,0.008651427220363344
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-02-01 07:00:00+00:00,2024-03-01 07:00:00+00:00,0.0221,0.0,0.041,0.025,0.01151445439996939
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-03-01 07:00:00+00:00,2024-04-01 07:00:00+00:00,0.0287,0.001,0.052,0.031,0.00971698542991008
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-04-01 07:00:00+00:00,2024-05-01 07:00:00+00:00,0.0353,0.004,0.057,0.037,0.009489290862803272
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-05-01 07:00:00+00:00,2024-06-01 07:00:00+00:00,0.0314,0.004,0.056,0.034,0.010383061371258962
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-06-01 07:00:00+00:00,2024-07-01 07:00:00+00:00,0.0274,0.005,0.045,0.028,0.008565266545901284
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-07-01 07:00:00+00:00,2024-08-01 07:00:00+00:00,0.0237,0.003,0.05,0.024,0.008812218619894405
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-08-01 07:00:00+00:00,2024-09-01 07:00:00+00:00,0.0223,0.002,0.056,0.022,0.009751109340058631
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-09-01 07:00:00+00:00,2024-10-01 07:00:00+00:00,0.0222,0.0,0.04,0.023,0.007577151018627853
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-10-01 07:00:00+00:00,2024-11-01 07:00:00+00:00,0.0197,0.001,0.041,0.021,0.008312852469183021
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-11-01 07:00:00+00:00,2024-12-01 07:00:00+00:00,0.0199,0.001,0.035,0.021,0.007866753957831632
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2024-12-01 07:00:00+00:00,2025-01-01 07:00:00+00:00,0.0178,0.0,0.037,0.018,0.009676463151877807
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2025-01-01 07:00:00+00:00,2025-02-01 07:00:00+00:00,0.0288,0.001,0.041,0.03,0.008185495237797531
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2025-02-01 07:00:00+00:00,2025-03-01 07:00:00+00:00,0.024,0.001,0.045,0.025,0.011520137734522243
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,o₃,ppm,2025-03-01 07:00:00+00:00,2025-04-01 07:00:00+00:00,0.0236,0.001,0.042,0.025,0.011400481114557551
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2019-10-01 07:00:00+00:00,2019-11-01 07:00:00+00:00,7.03,0.5,17.7,6.6,3.897817585227769
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2019-11-01 07:00:00+00:00,2019-12-01 07:00:00+00:00,6.17,0.0,45.1,4.2,6.0949145354730385
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2019-12-01 07:00:00+00:00,2020-01-01 07:00:00+00:00,4.12,0.2,28.8,2.2,4.779243673069022
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-01-01 07:00:00+00:00,2020-02-01 07:00:00+00:00,4.16,0.0,35.3,2.7,3.738067572733926
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-02-01 07:00:00+00:00,2020-03-01 07:00:00+00:00,3.83,0.4,23.9,2.9,2.945673836680322
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-03-01 07:00:00+00:00,2020-04-01 07:00:00+00:00,5.1,0.5,38.4,3.6,4.40083112345347
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-04-01 07:00:00+00:00,2020-05-01 07:00:00+00:00,4.45,0.2,44.1,3.55,3.6340873845986814
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-05-01 07:00:00+00:00,2020-06-01 07:00:00+00:00,4.32,0.4,34.9,3.5,3.648014189889307
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-06-01 07:00:00+00:00,2020-07-01 07:00:00+00:00,4.63,0.0,31.2,3.9,3.8906558476026167
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-07-01 07:00:00+00:00,2020-08-01 07:00:00+00:00,5.35,0.0,23.2,5.1,3.151156035721765
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-08-01 07:00:00+00:00,2020-09-01 07:00:00+00:00,4.71,0.4,25.1,3.6,3.7021917974138208
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-09-01 07:00:00+00:00,2020-10-01 07:00:00+00:00,6.5,0.0,52.7,3.7,7.897884404859782
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-10-01 07:00:00+00:00,2020-11-01 07:00:00+00:00,5.22,0.0,31.2,3.95,4.97759191336922
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-11-01 07:00:00+00:00,2020-12-01 07:00:00+00:00,5.29,0.0,32.4,3.5,5.353954784494037
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2020-12-01 07:00:00+00:00,2021-01-01 07:00:00+00:00,4.08,0.0,82.8,2.6,5.36240542432585
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-01-01 07:00:00+00:00,2021-02-01 07:00:00+00:00,3.69,0.0,32.6,2.6,3.8887567332373014
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-02-01 07:00:00+00:00,2021-03-01 07:00:00+00:00,3.52,0.0,17.1,2.7,3.281949495607573
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-03-01 07:00:00+00:00,2021-04-01 07:00:00+00:00,4.35,0.1,20.4,3.2,3.33670309148388
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-04-01 07:00:00+00:00,2021-05-01 07:00:00+00:00,4.35,0.0,59.2,3.0,5.546665783970861
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-05-01 07:00:00+00:00,2021-06-01 07:00:00+00:00,4.06,0.0,35.9,2.6,5.496502831709944
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-06-01 07:00:00+00:00,2021-07-01 07:00:00+00:00,8.31,0.0,85.8,5.2,10.677915737887785
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-07-01 07:00:00+00:00,2021-08-01 07:00:00+00:00,11.8,0.0,71.8,4.1,14.788211749009434
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-08-01 07:00:00+00:00,2021-09-01 07:00:00+00:00,4.47,0.0,49.1,2.7,5.778649663400336
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-09-01 07:00:00+00:00,2021-10-01 07:00:00+00:00,3.35,0.0,25.2,2.5,3.1893180517819117
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-10-01 07:00:00+00:00,2021-11-01 07:00:00+00:00,6.02,0.1,48.3,4.6,5.356554374223551
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-11-01 07:00:00+00:00,2021-12-01 07:00:00+00:00,6.0,0.1,60.8,3.8,6.749666658435804
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2021-12-01 07:00:00+00:00,2022-01-01 07:00:00+00:00,3.66,0.0,27.1,2.7,3.312511338038828
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-01-01 07:00:00+00:00,2022-02-01 07:00:00+00:00,3.94,0.3,32.9,3.4,2.690972764297562
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-02-01 07:00:00+00:00,2022-03-01 07:00:00+00:00,3.64,0.9,11.6,3.4,1.6026685675842254
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-03-01 07:00:00+00:00,2022-04-01 07:00:00+00:00,5.27,0.8,29.1,4.0,4.017171366531443
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-04-01 07:00:00+00:00,2022-05-01 07:00:00+00:00,4.02,0.0,24.9,2.9,3.6370178508374673
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-05-01 07:00:00+00:00,2022-06-01 07:00:00+00:00,3.34,0.0,35.5,2.7,3.7066413185695732
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-06-01 07:00:00+00:00,2022-07-01 07:00:00+00:00,5.73,0.0,28.6,5.2,3.739950620912934
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-07-01 07:00:00+00:00,2022-08-01 07:00:00+00:00,7.19,0.0,140.3,5.2,10.62810384630463
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-08-01 07:00:00+00:00,2022-09-01 07:00:00+00:00,5.88,0.8,19.6,4.5,4.2366250444031115
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-09-01 07:00:00+00:00,2022-10-01 07:00:00+00:00,10.4,0.2,141.5,5.45,15.736919344648786
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-10-01 07:00:00+00:00,2022-11-01 07:00:00+00:00,14.7,0.1,149.2,7.7,18.39027094446269
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-11-01 07:00:00+00:00,2022-12-01 07:00:00+00:00,5.41,0.0,103.3,3.6,6.655608019386568
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2022-12-01 07:00:00+00:00,2023-01-01 07:00:00+00:00,5.48,0.0,29.6,4.6,4.389009325012377
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-01-01 07:00:00+00:00,2023-02-01 07:00:00+00:00,7.15,0.0,36.0,3.4,8.119915211836236
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-02-01 07:00:00+00:00,2023-03-01 07:00:00+00:00,1.97,0.0,10.2,1.35,2.1093177677205124
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-03-01 07:00:00+00:00,2023-04-01 07:00:00+00:00,7.77,1.6,36.6,6.4,5.827602472773605
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-04-01 07:00:00+00:00,2023-05-01 07:00:00+00:00,5.06,1.3,31.7,4.3,3.18279504426059
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-05-01 07:00:00+00:00,2023-06-01 07:00:00+00:00,50.5,2.2,1474.2,13.0,91.994659260348
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-06-01 07:00:00+00:00,2023-07-01 07:00:00+00:00,20.6,1.0,219.5,12.0,28.93939755941167
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-07-01 07:00:00+00:00,2023-08-01 07:00:00+00:00,35.8,1.9,283.4,19.3,41.12835032916306
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-08-01 07:00:00+00:00,2023-09-01 07:00:00+00:00,22.8,0.3,216.6,11.05,28.92973331020622
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-09-01 07:00:00+00:00,2023-10-01 07:00:00+00:00,41.2,0.4,486.2,16.2,69.43602795345929
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-10-01 07:00:00+00:00,2023-11-01 07:00:00+00:00,6.84,0.4,63.0,5.7,5.8780049280207916
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-11-01 07:00:00+00:00,2023-12-01 07:00:00+00:00,6.91,0.0,74.3,4.9,6.760607148208075
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2023-12-01 07:00:00+00:00,2024-01-01 07:00:00+00:00,3.98,0.0,26.0,2.3,4.447265740158852
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-01-01 07:00:00+00:00,2024-02-01 07:00:00+00:00,5.42,0.0,30.6,3.8,5.357816154451693
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-02-01 07:00:00+00:00,2024-03-01 07:00:00+00:00,5.45,0.0,66.2,3.7,6.701695907630538
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-03-01 07:00:00+00:00,2024-04-01 07:00:00+00:00,4.66,0.0,39.5,3.5,3.9906298717232267
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-04-01 07:00:00+00:00,2024-05-01 07:00:00+00:00,4.0,0.5,25.4,3.2,3.0062417392806338
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-05-01 07:00:00+00:00,2024-06-01 07:00:00+00:00,6.49,0.0,101.6,4.2,9.386818989739586
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-06-01 07:00:00+00:00,2024-07-01 07:00:00+00:00,5.86,0.0,81.8,4.5,6.064663421743489
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-07-01 07:00:00+00:00,2024-08-01 07:00:00+00:00,30.0,0.0,422.4,5.0,73.17852352637874
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-08-01 07:00:00+00:00,2024-09-01 07:00:00+00:00,6.6,0.0,23.7,5.6,5.127109956788752
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-09-01 07:00:00+00:00,2024-10-01 07:00:00+00:00,4.27,0.3,94.8,2.7,6.28911806748244
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-10-01 07:00:00+00:00,2024-11-01 07:00:00+00:00,4.77,0.0,38.2,3.9,3.794148999872959
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-11-01 07:00:00+00:00,2024-12-01 07:00:00+00:00,4.76,0.0,78.0,3.7,5.036013967128882
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2024-12-01 07:00:00+00:00,2025-01-01 07:00:00+00:00,6.11,0.0,42.2,4.1,5.834798975674144
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2025-01-01 07:00:00+00:00,2025-02-01 07:00:00+00:00,4.01,0.6,17.9,3.0,2.8786612390023985
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2025-02-01 07:00:00+00:00,2025-03-01 07:00:00+00:00,5.45,0.3,32.6,4.2,4.113108154705607
FORT ST JOHN LEARNIN,56.244722,-120.85611100000001,pm2.5,µg/m³,2025-03-01 07:00:00+00:00,2025-04-01 07:00:00+00:00,6.32,0.6,73.6,4.8,7.52404428343437
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-03-01 08:00:00+00:00,2016-04-01 07:00:00+00:00,0.0211,0.001,0.041,0.023,0.012596169298416216
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-04-01 07:00:00+00:00,2016-05-01 07:00:00+00:00,0.026,0.001,0.046,0.028,0.012158448724758481
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-05-01 07:00:00+00:00,2016-06-01 07:00:00+00:00,0.0278,0.001,0.058,0.029,0.012408493675388252
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-06-01 07:00:00+00:00,2016-07-01 07:00:00+00:00,0.0251,0.002,0.055,0.025,0.010944280548125055
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-07-01 07:00:00+00:00,2016-08-01 07:00:00+00:00,0.0168,0.001,0.043,0.016,0.008884280763661519
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-08-01 07:00:00+00:00,2016-09-01 07:00:00+00:00,0.0173,0.002,0.044,0.017,0.009695774611922729
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-09-01 07:00:00+00:00,2016-10-01 07:00:00+00:00,0.0122,0.0,0.039,0.012,0.008896604928548858
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-10-01 07:00:00+00:00,2016-11-01 07:00:00+00:00,0.00901,0.0,0.034,0.008,0.007156479596282456
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-11-01 07:00:00+00:00,2016-12-01 08:00:00+00:00,0.0133,0.0,0.038,0.01,0.010756044136585239
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2016-12-01 08:00:00+00:00,2017-01-01 08:00:00+00:00,0.0166,0.0,0.039,0.019,0.01135715127838955
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-01-01 08:00:00+00:00,2017-02-01 08:00:00+00:00,0.0205,0.0,0.043,0.024,0.014060113261387031
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-02-01 08:00:00+00:00,2017-04-01 07:00:00+00:00,0.0232,0.001,0.046,0.0225,0.012836146596526172
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-03-01 08:00:00+00:00,2017-04-01 07:00:00+00:00,0.0312,0.001,0.051,0.034,0.012196722152394548
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-04-01 07:00:00+00:00,2017-05-01 07:00:00+00:00,0.032,0.001,0.053,0.034,0.01169613525069315
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-05-01 07:00:00+00:00,2017-06-01 07:00:00+00:00,0.0287,0.001,0.053,0.032,0.013235556533226146
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-06-01 07:00:00+00:00,2017-07-01 07:00:00+00:00,0.0258,0.001,0.049,0.028,0.010554492512304151
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-07-01 07:00:00+00:00,2017-08-01 07:00:00+00:00,0.0207,0.001,0.049,0.022,0.010986319534134868
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-08-01 07:00:00+00:00,2017-09-01 07:00:00+00:00,0.0176,0.001,0.047,0.017,0.01062397130454972
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-09-01 07:00:00+00:00,2017-10-01 07:00:00+00:00,0.0141,0.0,0.039,0.014,0.01071339372897179
PRG Plaza 400,53.914719999999996,-122.74194,o₃,ppm,2017-10-01 07:00:00+00:00,2017-11-01 07:00:00+00:00,0.0191,0.001,0.038,0.021,0.010514237030230432
