City,Latitude,Longitude,Sensor Parameter,Unit,Month Start (UTC),Month End (UTC),Monthly Average,Minimum Value,Maximum Value,Median Value,Standard Deviation
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2022-10-01 04:00:00+00:00,2022-11-01 04:00:00+00:00,0.016,0.016,0.016,0.016,0.0
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-05-01 04:00:00+00:00,2023-06-01 04:00:00+00:00,0.0307,0.001,0.082,0.032,0.012260581090963842
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-06-01 04:00:00+00:00,2023-07-01 04:00:00+00:00,0.0294,0.002,0.064,0.029,0.011938927569300558
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-07-01 04:00:00+00:00,2023-08-01 04:00:00+00:00,0.0381,0.008,0.075,0.038,0.012419041121704185
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-08-01 04:00:00+00:00,2023-09-01 04:00:00+00:00,0.0347,0.01,0.065,0.034,0.010234161335362429
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-09-01 04:00:00+00:00,2023-10-01 04:00:00+00:00,0.0272,0.001,0.072,0.027,0.012790446118938082
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-10-01 04:00:00+00:00,2023-11-01 04:00:00+00:00,0.0187,0.0,0.064,0.017,0.010720157914543404
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-11-01 04:00:00+00:00,2023-12-01 05:00:00+00:00,0.0189,-0.002,0.044,0.019,0.007849127476122613
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2023-12-01 05:00:00+00:00,2024-01-01 05:00:00+00:00,0.0136,-0.004,0.054,0.013,0.008718691473195926
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-01-01 05:00:00+00:00,2024-02-01 05:00:00+00:00,0.0174,-0.004,0.047,0.018,0.007950250420535628
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-02-01 05:00:00+00:00,2024-04-01 04:00:00+00:00,0.0216,-0.004,0.045,0.022,0.008404998252554814
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-03-01 05:00:00+00:00,2024-04-01 04:00:00+00:00,0.0238,0.0,0.043,0.026,0.009317487423428134
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-04-01 04:00:00+00:00,2024-05-01 04:00:00+00:00,0.0283,0.001,0.052,0.0295,0.008935881330985242
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-05-01 04:00:00+00:00,2024-06-01 04:00:00+00:00,0.0275,0.003,0.056,0.027,0.01110085438054863
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-06-01 04:00:00+00:00,2024-07-01 04:00:00+00:00,0.0296,0.001,0.07,0.028,0.012538088671632
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-07-01 04:00:00+00:00,2024-08-01 04:00:00+00:00,0.0271,0.0,0.06,0.027,0.012440913282907744
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-08-01 04:00:00+00:00,2024-09-01 04:00:00+00:00,0.0229,0.0,0.06,0.021,0.012281577700667791
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-09-01 04:00:00+00:00,2024-10-01 04:00:00+00:00,0.0216,0.0,0.051,0.021,0.01039669641560092
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-10-01 04:00:00+00:00,2024-11-01 04:00:00+00:00,0.021,0.0,0.054,0.02,0.01117561869475722
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-11-01 04:00:00+00:00,2024-12-01 05:00:00+00:00,0.0162,0.0,0.036,0.016,0.006768149503417783
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2024-12-01 05:00:00+00:00,2025-01-01 05:00:00+00:00,0.0166,0.0,0.036,0.017,0.007956463922143771
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2025-01-01 05:00:00+00:00,2025-02-01 05:00:00+00:00,0.0227,0.001,0.037,0.024,0.007219637988932436
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2025-02-01 05:00:00+00:00,2025-04-01 04:00:00+00:00,0.0243,0.001,0.042,0.026,0.007750179328282063
Toronto Downtown,43.64543,-79.38908,o₃,ppm,2025-03-01 05:00:00+00:00,2025-04-01 04:00:00+00:00,0.0247,0.001,0.036,0.027,0.00783011773868394
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2022-10-01 04:00:00+00:00,2022-11-01 04:00:00+00:00,7.0,7.0,7.0,7.0,0.0
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-05-01 04:00:00+00:00,2023-06-01 04:00:00+00:00,8.59,2.0,33.0,7.0,4.87505153606596
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-06-01 04:00:00+00:00,2023-07-01 04:00:00+00:00,18.2,2.0,165.0,12.0,18.4043473478276
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-07-01 04:00:00+00:00,2023-08-01 04:00:00+00:00,10.6,2.0,49.0,9.0,7.238867371566824
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-08-01 04:00:00+00:00,2023-09-01 04:00:00+00:00,8.78,2.0,38.0,7.0,5.959893764230838
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-09-01 04:00:00+00:00,2023-10-01 04:00:00+00:00,7.69,1.0,33.0,7.0,4.556825811739383
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-10-01 04:00:00+00:00,2023-11-01 04:00:00+00:00,7.15,1.0,28.0,6.0,4.289174278474896
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-11-01 04:00:00+00:00,2023-12-01 05:00:00+00:00,7.16,2.0,27.0,6.0,4.3145244165293475
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2023-12-01 05:00:00+00:00,2024-01-01 05:00:00+00:00,8.9,2.0,29.0,7.0,5.849158036052724
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-01-01 05:00:00+00:00,2024-02-01 05:00:00+00:00,7.65,2.0,24.0,7.0,4.263373535764902
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-02-01 05:00:00+00:00,2024-03-01 05:00:00+00:00,7.96,0.0,40.0,7.0,5.958496183651194
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-03-01 05:00:00+00:00,2024-04-01 04:00:00+00:00,7.06,1.0,32.0,6.0,5.019625904877854
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-04-01 04:00:00+00:00,2024-05-01 04:00:00+00:00,6.0,1.0,31.0,5.0,3.86945133077765
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-05-01 04:00:00+00:00,2024-06-01 04:00:00+00:00,6.99,1.0,34.0,6.0,4.38663259701909
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-06-01 04:00:00+00:00,2024-07-01 04:00:00+00:00,6.42,0.0,25.0,6.0,5.153982201154397
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-07-01 04:00:00+00:00,2024-08-01 04:00:00+00:00,10.0,1.0,49.0,9.0,5.974113577460597
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-08-01 04:00:00+00:00,2024-09-01 04:00:00+00:00,8.88,2.0,28.0,8.0,4.761483471837145
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-09-01 04:00:00+00:00,2024-10-01 04:00:00+00:00,7.78,1.0,36.0,7.0,4.446596384505429
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-10-01 04:00:00+00:00,2024-11-01 04:00:00+00:00,6.79,1.0,24.0,6.0,3.8953104465971897
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-11-01 04:00:00+00:00,2024-12-01 05:00:00+00:00,5.64,1.0,33.0,5.0,4.496307178508715
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2024-12-01 05:00:00+00:00,2025-01-01 05:00:00+00:00,4.96,0.0,25.0,3.0,4.9336236382827305
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2025-01-01 05:00:00+00:00,2025-02-01 05:00:00+00:00,7.88,1.0,40.0,6.0,6.536154685320606
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2025-02-01 05:00:00+00:00,2025-03-01 05:00:00+00:00,8.22,1.0,30.0,6.0,6.311125245393169
Toronto Downtown,43.64543,-79.38908,pm2.5,µg/m³,2025-03-01 05:00:00+00:00,2025-04-01 04:00:00+00:00,9.01,1.0,29.0,10.0,5.239496012040896
Downtown Vancouver,49.282,-123.122,o₃,ppm,2022-10-01 07:00:00+00:00,2022-11-01 07:00:00+00:00,0.007,0.007,0.007,0.007,0.0
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-05-01 07:00:00+00:00,2023-06-01 07:00:00+00:00,0.021,0.0,0.048,0.022,0.011888984401080122
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-06-01 07:00:00+00:00,2023-07-01 07:00:00+00:00,0.019,0.0,0.048,0.018,0.010733152793264703
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-07-01 07:00:00+00:00,2023-08-01 07:00:00+00:00,0.0182,0.001,0.047,0.019,0.010240813829354479
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-08-01 07:00:00+00:00,2023-09-01 07:00:00+00:00,0.0144,0.001,0.046,0.013,0.010527941702419349
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-09-01 07:00:00+00:00,2023-10-01 07:00:00+00:00,0.014,0.001,0.045,0.014,0.009939214661958302
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-10-01 07:00:00+00:00,2023-11-01 07:00:00+00:00,0.00813,-0.001,0.031,0.005,0.007688172035516969
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-11-01 07:00:00+00:00,2023-12-01 08:00:00+00:00,0.00852,0.0,0.037,0.004,0.009342781626526303
Downtown Vancouver,49.282,-123.122,o₃,ppm,2023-12-01 08:00:00+00:00,2024-01-01 08:00:00+00:00,0.00801,0.0,0.035,0.005,0.00857368812395571
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-01-01 08:00:00+00:00,2024-02-01 08:00:00+00:00,0.00909,0.0,0.037,0.006,0.008849904975242278
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-02-01 08:00:00+00:00,2024-04-01 07:00:00+00:00,0.0118,0.001,0.041,0.009,0.010113971190601761
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-03-01 08:00:00+00:00,2024-04-01 07:00:00+00:00,0.0167,0.001,0.041,0.017,0.010475888363166302
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-04-01 07:00:00+00:00,2024-05-01 07:00:00+00:00,0.0218,0.001,0.048,0.021,0.013105272786661345
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-05-01 07:00:00+00:00,2024-06-01 07:00:00+00:00,0.0203,0.0,0.048,0.022,0.012120553868949334
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-06-01 07:00:00+00:00,2024-07-01 07:00:00+00:00,0.0191,0.0,0.053,0.019,0.010382998811342886
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-07-01 07:00:00+00:00,2024-08-01 07:00:00+00:00,0.016,0.0,0.062,0.016,0.011544796760162658
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-08-01 07:00:00+00:00,2024-09-01 07:00:00+00:00,0.0142,0.0,0.058,0.013,0.01057065124852165
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-09-01 07:00:00+00:00,2024-10-01 07:00:00+00:00,0.00983,-0.002,0.033,0.007,0.009364532781238097
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-10-01 07:00:00+00:00,2024-11-01 07:00:00+00:00,0.0104,0.0,0.039,0.008,0.008697198224096096
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-11-01 07:00:00+00:00,2024-12-01 08:00:00+00:00,0.0106,0.0,0.034,0.009,0.008725849063889545
Downtown Vancouver,49.282,-123.122,o₃,ppm,2024-12-01 08:00:00+00:00,2025-01-01 08:00:00+00:00,0.00979,0.0,0.037,0.007,0.00938447554763574
Downtown Vancouver,49.282,-123.122,o₃,ppm,2025-01-01 08:00:00+00:00,2025-02-01 08:00:00+00:00,0.00486,0.0,0.034,0.002,0.006238657689280199
Downtown Vancouver,49.282,-123.122,o₃,ppm,2025-02-01 08:00:00+00:00,2025-04-01 07:00:00+00:00,0.0132,0.0,0.04,0.012,0.00924677201101129
Downtown Vancouver,49.282,-123.122,o₃,ppm,2025-03-01 08:00:00+00:00,2025-04-01 07:00:00+00:00,0.0124,0.001,0.032,0.011,0.009347587556624971
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-01-01 07:00:00+00:00,2022-02-01 07:00:00+00:00,0.0236,0.0,0.041,0.027,0.01002235197201672
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-02-01 07:00:00+00:00,2022-04-01 06:00:00+00:00,0.0267,0.001,0.045,0.027,0.009957314402073234
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-03-01 07:00:00+00:00,2022-04-01 06:00:00+00:00,0.0291,0.0,0.048,0.032,0.01185396686293702
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-04-01 06:00:00+00:00,2022-05-01 06:00:00+00:00,0.0335,0.0,0.051,0.035,0.009988173268549484
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-05-01 06:00:00+00:00,2022-06-01 06:00:00+00:00,0.0325,0.0,0.055,0.033,0.010286551208203773
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-06-01 06:00:00+00:00,2022-07-01 06:00:00+00:00,0.0307,0.0,0.06,0.031,0.012237263686435008
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-07-01 06:00:00+00:00,2022-08-01 06:00:00+00:00,0.0278,0.0,0.058,0.027,0.010642526522228572
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-08-01 06:00:00+00:00,2022-09-01 06:00:00+00:00,0.0205,0.004,0.036,0.021,0.007999779053294052
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-10-01 06:00:00+00:00,2022-11-01 06:00:00+00:00,0.0257,0.002,0.041,0.026,0.009525012937508012
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-11-01 06:00:00+00:00,2022-12-01 07:00:00+00:00,0.0176,0.0,0.037,0.019,0.00923699978543544
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2022-12-01 07:00:00+00:00,2023-01-01 07:00:00+00:00,0.0132,0.0,0.037,0.012,0.009582261956674804
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-01-01 07:00:00+00:00,2023-02-01 07:00:00+00:00,0.0152,0.0,0.037,0.016,0.011415516495666085
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-02-01 07:00:00+00:00,2023-03-01 07:00:00+00:00,0.0236,0.007,0.034,0.025,0.007413229065783121
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-03-01 07:00:00+00:00,2023-04-01 06:00:00+00:00,0.0367,0.001,0.074,0.038,0.012324185902696985
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-04-01 06:00:00+00:00,2023-05-01 06:00:00+00:00,0.0357,0.003,0.054,0.037,0.010462468237611966
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-05-01 06:00:00+00:00,2023-06-01 06:00:00+00:00,0.0385,0.001,0.077,0.04,0.014381721837523075
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-06-01 06:00:00+00:00,2023-07-01 06:00:00+00:00,0.0361,0.001,0.091,0.033,0.01757367107422565
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-07-01 06:00:00+00:00,2023-08-01 06:00:00+00:00,0.0306,0.001,0.066,0.03,0.012847776965424997
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-08-01 06:00:00+00:00,2023-09-01 06:00:00+00:00,0.0275,0.001,0.065,0.026,0.012049276923680258
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-09-01 06:00:00+00:00,2023-10-01 06:00:00+00:00,0.0243,0.001,0.063,0.025,0.013529012249192344
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-10-01 06:00:00+00:00,2023-11-01 06:00:00+00:00,0.0191,0.0,0.04,0.02,0.008679054952559334
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-11-01 06:00:00+00:00,2023-12-01 07:00:00+00:00,0.0148,0.0,0.037,0.015,0.008984031154574443
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2023-12-01 07:00:00+00:00,2024-01-01 07:00:00+00:00,0.0126,0.0,0.035,0.012,0.008792576732805235
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-01-01 07:00:00+00:00,2024-02-01 07:00:00+00:00,0.0118,0.0,0.038,0.011,0.009112628336058217
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-02-01 07:00:00+00:00,2024-04-01 06:00:00+00:00,0.02,0.0,0.041,0.021,0.010489457241892302
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-03-01 07:00:00+00:00,2024-04-01 06:00:00+00:00,0.0295,0.0,0.054,0.031,0.010315862415472603
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-04-01 06:00:00+00:00,2024-05-01 06:00:00+00:00,0.0331,0.002,0.059,0.033,0.010756767521261685
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-05-01 06:00:00+00:00,2024-06-01 06:00:00+00:00,0.03,0.002,0.058,0.03,0.01107126257953229
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-06-01 06:00:00+00:00,2024-07-01 06:00:00+00:00,0.0321,0.002,0.063,0.031,0.010854962867220342
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-07-01 06:00:00+00:00,2024-08-01 06:00:00+00:00,0.033,0.002,0.118,0.031,0.015338042667469557
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-08-01 06:00:00+00:00,2024-09-01 06:00:00+00:00,0.0274,0.001,0.058,0.027,0.012441281279815187
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-09-01 06:00:00+00:00,2024-10-01 06:00:00+00:00,0.0238,0.0,0.082,0.024,0.012803632884146942
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-10-01 06:00:00+00:00,2024-11-01 06:00:00+00:00,0.0178,0.0,0.037,0.018,0.009195867357302252
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-11-01 06:00:00+00:00,2024-12-01 07:00:00+00:00,0.0117,0.0,0.032,0.012,0.006869815764016641
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2024-12-01 07:00:00+00:00,2025-01-01 07:00:00+00:00,0.0134,0.0,0.033,0.014,0.00886010410574293
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2025-01-01 07:00:00+00:00,2025-02-01 07:00:00+00:00,0.0212,0.0,0.038,0.022,0.009082849221022789
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2025-02-01 07:00:00+00:00,2025-04-01 06:00:00+00:00,0.0198,0.0,0.044,0.022,0.010296238686275916
Edmonton Central Eas,53.549509,-113.48593000000001,o₃,ppm,2025-03-01 07:00:00+00:00,2025-04-01 06:00:00+00:00,0.0235,0.001,0.041,0.0245,0.010335656104304496
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-01-01 07:00:00+00:00,2022-02-01 07:00:00+00:00,7.01,1.3,19.9,6.1,4.270889837024598
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-02-01 07:00:00+00:00,2022-04-01 06:00:00+00:00,6.9,0.5,37.6,5.3,5.896662826322901
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-03-01 07:00:00+00:00,2022-04-01 06:00:00+00:00,6.73,1.0,28.8,5.2,4.703801043604998
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-04-01 06:00:00+00:00,2022-05-01 06:00:00+00:00,6.13,1.2,34.8,4.8,4.212440112534665
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-05-01 06:00:00+00:00,2022-06-01 06:00:00+00:00,5.94,0.9,39.7,4.9,4.5365932253618935
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-06-01 06:00:00+00:00,2022-07-01 06:00:00+00:00,9.04,3.4,33.0,7.7,4.697327223428926
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-07-01 06:00:00+00:00,2022-08-01 06:00:00+00:00,9.53,2.9,25.3,8.4,4.387711711950846
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-08-01 06:00:00+00:00,2022-09-01 06:00:00+00:00,6.13,1.2,13.8,6.0,2.065314775803609
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-10-01 06:00:00+00:00,2022-11-01 06:00:00+00:00,4.41,0.6,24.5,3.7,3.2512625579852745
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-11-01 06:00:00+00:00,2022-12-01 07:00:00+00:00,9.59,1.4,50.8,7.3,7.707718783344184
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2022-12-01 07:00:00+00:00,2023-01-01 07:00:00+00:00,13.8,2.6,53.0,11.3,9.499726247559405
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-01-01 07:00:00+00:00,2023-02-01 07:00:00+00:00,18.5,0.7,142.9,8.8,23.44900756167957
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-02-01 07:00:00+00:00,2023-03-01 07:00:00+00:00,9.87,2.2,24.0,7.75,6.035293439408468
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-03-01 07:00:00+00:00,2023-04-01 06:00:00+00:00,16.8,3.9,71.4,14.1,10.701464990558344
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-04-01 06:00:00+00:00,2023-05-01 06:00:00+00:00,9.05,2.2,64.6,6.8,7.403515863176636
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-05-01 06:00:00+00:00,2023-06-01 06:00:00+00:00,43.1,3.1,477.2,13.5,81.60235342734964
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-06-01 06:00:00+00:00,2023-07-01 06:00:00+00:00,25.2,1.3,112.6,17.4,21.150067494859666
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-07-01 06:00:00+00:00,2023-08-01 06:00:00+00:00,34.5,2.2,343.1,22.9,42.73877820325769
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-08-01 06:00:00+00:00,2023-09-01 06:00:00+00:00,25.0,3.2,161.8,19.299999999999997,21.95902436435157
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-09-01 06:00:00+00:00,2023-10-01 06:00:00+00:00,46.0,4.1,319.0,20.75,57.56406392526595
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-10-01 06:00:00+00:00,2023-11-01 06:00:00+00:00,12.1,2.9,102.5,10.1,9.499923327515209
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-11-01 06:00:00+00:00,2023-12-01 07:00:00+00:00,15.3,2.5,67.1,12.3,10.113997643076836
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2023-12-01 07:00:00+00:00,2024-01-01 07:00:00+00:00,13.8,1.6,100.8,10.55,10.56173629196331
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-01-01 07:00:00+00:00,2024-02-01 07:00:00+00:00,15.3,0.9,115.7,11.8,12.487416148104108
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-02-01 07:00:00+00:00,2024-04-01 06:00:00+00:00,10.8,1.0,146.0,7.4,10.695200542364963
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-03-01 07:00:00+00:00,2024-04-01 06:00:00+00:00,8.34,1.5,33.7,6.7,5.312035938216207
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-04-01 06:00:00+00:00,2024-05-01 06:00:00+00:00,5.72,1.3,22.0,5.05,2.772272109948949
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-05-01 06:00:00+00:00,2024-06-01 06:00:00+00:00,15.5,1.3,296.2,5.1,42.41643434038679
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-06-01 06:00:00+00:00,2024-07-01 06:00:00+00:00,5.44,1.1,17.4,4.6,2.7202504791738793
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-07-01 06:00:00+00:00,2024-08-01 06:00:00+00:00,25.0,1.9,239.8,11.3,36.28031975340326
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-08-01 06:00:00+00:00,2024-09-01 06:00:00+00:00,27.0,2.0,286.4,15.7,36.038105303476414
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-09-01 06:00:00+00:00,2024-10-01 06:00:00+00:00,14.1,2.8,99.5,9.5,13.580644955255647
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-10-01 06:00:00+00:00,2024-11-01 06:00:00+00:00,9.87,1.7,54.5,7.3,7.232332751832344
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-11-01 06:00:00+00:00,2024-12-01 07:00:00+00:00,10.6,1.8,58.4,8.8,6.541931087559988
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2024-12-01 07:00:00+00:00,2025-01-01 07:00:00+00:00,15.5,1.0,79.7,11.7,11.826251178305506
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2025-01-01 07:00:00+00:00,2025-02-01 07:00:00+00:00,9.2,1.0,99.9,6.4,8.952951614071173
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2025-02-01 07:00:00+00:00,2025-04-01 06:00:00+00:00,8.8,1.4,61.2,6.2,7.016076491980216
Edmonton Central Eas,53.549509,-113.48593000000001,pm2.5,µg/m³,2025-03-01 07:00:00+00:00,2025-04-01 06:00:00+00:00,11.7,1.6,59.4,8.6,10.341013115650927
Ottawa Downtown,45.434333,-75.67599,o₃,ppm,2023-07-01 04:00:00+00:00,2023-08-01 04:00:00+00:00,0.0258,0.0,0.061,0.024,0.011269145264064936
Ottawa Downtown,45.434333,-75.67599,o₃,ppm,2023-08-01 04:00:00+00:00,2023-09-01 04:00:00+00:00,0.0209,0.001,0.051,0.021,0.00969105058382244
Ottawa Downtown,45.434333,-75.67599,o₃,ppm,2023-09-01 04:00:00+00:00,2023-10-01 04:00:00+00:00,0.0203,-0.001,0.048,0.019,0.011035723393572625
Ottawa Downtown,45.434333,-75.67599,o₃,ppm,2023-10-01 04:00:00+00:00,2023-11-01 04:00:00+00:00,0.0211,0.0,0.062,0.02,0.009880470448469751
